cell_id,lat,lon,elevation_ft,slope_deg,aspect_deg,aspect_cardinal,elevation_band,avy_slope,north_facing,terrain_risk_score,composite_risk_score,geopoint,geoshape
MBR-000077,41.645648,-106.542222,10094.0,35.1,260.0,W,near_treeline,True,False,3,3,"41.645648,-106.542222","{""type"": ""Polygon"", ""coordinates"": [[[-106.54666666691612, 41.64231481486888], [-106.53777777801768, 41.64231481486888], [-106.53777777801768, 41.64898148154272], [-106.54666666691612, 41.64898148154272], [-106.54666666691612, 41.64231481486888]]]}"
MBR-000078,41.645648,-106.533241,10322.0,33.3,245.0,SW,near_treeline,True,False,2,2,"41.645648,-106.533241","{""type"": ""Polygon"", ""coordinates"": [[[-106.53768518542499, 41.64231481486888], [-106.52879629652655, 41.64231481486888], [-106.52879629652655, 41.64898148154272], [-106.53768518542499, 41.64898148154272], [-106.53768518542499, 41.64231481486888]]]}"
MBR-000079,41.645648,-106.524259,10101.0,45.3,158.0,S,near_treeline,False,False,3,3,"41.645648,-106.524259","{""type"": ""Polygon"", ""coordinates"": [[[-106.52870370393384, 41.64231481486888], [-106.5198148150354, 41.64231481486888], [-106.5198148150354, 41.64898148154272], [-106.52870370393384, 41.64898148154272], [-106.52870370393384, 41.64231481486888]]]}"
MBR-000080,41.645648,-106.515278,9357.0,42.1,123.0,SE,below_treeline,True,False,2,2,"41.645648,-106.515278","{""type"": ""Polygon"", ""coordinates"": [[[-106.5197222224427, 41.64231481486888], [-106.51083333354426, 41.64231481486888], [-106.51083333354426, 41.64898148154272], [-106.5197222224427, 41.64898148154272], [-106.5197222224427, 41.64231481486888]]]}"
MBR-000081,41.645648,-106.506296,8596.0,41.5,79.0,E,below_treeline,True,False,3,3,"41.645648,-106.506296","{""type"": ""Polygon"", ""coordinates"": [[[-106.51074074095155, 41.64231481486888], [-106.50185185205311, 41.64231481486888], [-106.50185185205311, 41.64898148154272], [-106.51074074095155, 41.64898148154272], [-106.51074074095155, 41.64231481486888]]]}"
MBR-000082,41.645648,-106.497315,8014.0,19.0,82.0,E,below_treeline,False,False,1,1,"41.645648,-106.497315","{""type"": ""Polygon"", ""coordinates"": [[[-106.50175925946041, 41.64231481486888], [-106.49287037056197, 41.64231481486888], [-106.49287037056197, 41.64898148154272], [-106.50175925946041, 41.64898148154272], [-106.50175925946041, 41.64231481486888]]]}"
MBR-000083,41.638889,-106.614074,8074.0,31.6,210.0,SW,below_treeline,True,False,2,2,"41.638889,-106.614074","{""type"": ""Polygon"", ""coordinates"": [[[-106.61851851884528, 41.63555555560235], [-106.60962962994684, 41.63555555560235], [-106.60962962994684, 41.64222222227619], [-106.61851851884528, 41.64222222227619], [-106.61851851884528, 41.63555555560235]]]}"
MBR-000084,41.638889,-106.605093,8140.0,40.8,161.0,S,below_treeline,True,False,2,2,"41.638889,-106.605093","{""type"": ""Polygon"", ""coordinates"": [[[-106.60953703735413, 41.63555555560235], [-106.60064814845569, 41.63555555560235], [-106.60064814845569, 41.64222222227619], [-106.60953703735413, 41.64222222227619], [-106.60953703735413, 41.63555555560235]]]}"
MBR-000085,41.638889,-106.596111,8243.0,30.1,215.0,SW,below_treeline,True,False,2,2,"41.638889,-106.596111","{""type"": ""Polygon"", ""coordinates"": [[[-106.600555555863, 41.63555555560235], [-106.59166666696456, 41.63555555560235], [-106.59166666696456, 41.64222222227619], [-106.600555555863, 41.64222222227619], [-106.600555555863, 41.63555555560235]]]}"
MBR-000086,41.638889,-106.58713,8180.0,30.1,189.0,S,below_treeline,True,False,2,2,"41.638889,-106.587130","{""type"": ""Polygon"", ""coordinates"": [[[-106.59157407437185, 41.63555555560235], [-106.58268518547341, 41.63555555560235], [-106.58268518547341, 41.64222222227619], [-106.59157407437185, 41.64222222227619], [-106.59157407437185, 41.63555555560235]]]}"
MBR-000087,41.638889,-106.578148,8577.0,45.2,255.0,W,below_treeline,False,False,3,3,"41.638889,-106.578148","{""type"": ""Polygon"", ""coordinates"": [[[-106.5825925928807, 41.63555555560235], [-106.57370370398226, 41.63555555560235], [-106.57370370398226, 41.64222222227619], [-106.5825925928807, 41.64222222227619], [-106.5825925928807, 41.63555555560235]]]}"
MBR-000088,41.638889,-106.569167,9011.0,43.6,265.0,W,below_treeline,True,False,3,3,"41.638889,-106.569167","{""type"": ""Polygon"", ""coordinates"": [[[-106.57361111138955, 41.63555555560235], [-106.56472222249111, 41.63555555560235], [-106.56472222249111, 41.64222222227619], [-106.57361111138955, 41.64222222227619], [-106.57361111138955, 41.63555555560235]]]}"
MBR-000089,41.638889,-106.560185,9611.0,30.0,299.0,NW,near_treeline,False,True,2,2,"41.638889,-106.560185","{""type"": ""Polygon"", ""coordinates"": [[[-106.56462962989842, 41.63555555560235], [-106.55574074099998, 41.63555555560235], [-106.55574074099998, 41.64222222227619], [-106.56462962989842, 41.64222222227619], [-106.56462962989842, 41.63555555560235]]]}"
MBR-000090,41.638889,-106.551204,10059.0,36.0,291.0,W,near_treeline,True,False,3,3,"41.638889,-106.551204","{""type"": ""Polygon"", ""coordinates"": [[[-106.55564814840727, 41.63555555560235], [-106.54675925950883, 41.63555555560235], [-106.54675925950883, 41.64222222227619], [-106.55564814840727, 41.64222222227619], [-106.55564814840727, 41.63555555560235]]]}"
MBR-000091,41.638889,-106.542222,10440.0,33.9,242.0,SW,near_treeline,True,False,2,2,"41.638889,-106.542222","{""type"": ""Polygon"", ""coordinates"": [[[-106.54666666691612, 41.63555555560235], [-106.53777777801768, 41.63555555560235], [-106.53777777801768, 41.64222222227619], [-106.54666666691612, 41.64222222227619], [-106.54666666691612, 41.63555555560235]]]}"
MBR-000092,41.638889,-106.533241,10617.0,33.3,252.0,W,near_treeline,True,False,3,3,"41.638889,-106.533241","{""type"": ""Polygon"", ""coordinates"": [[[-106.53768518542499, 41.63555555560235], [-106.52879629652655, 41.63555555560235], [-106.52879629652655, 41.64222222227619], [-106.53768518542499, 41.64222222227619], [-106.53768518542499, 41.63555555560235]]]}"
MBR-000093,41.638889,-106.524259,10712.0,40.3,177.0,S,near_treeline,True,False,2,2,"41.638889,-106.524259","{""type"": ""Polygon"", ""coordinates"": [[[-106.52870370393384, 41.63555555560235], [-106.5198148150354, 41.63555555560235], [-106.5198148150354, 41.64222222227619], [-106.52870370393384, 41.64222222227619], [-106.52870370393384, 41.63555555560235]]]}"
MBR-000094,41.638889,-106.515278,9904.0,51.1,110.0,E,near_treeline,False,False,3,3,"41.638889,-106.515278","{""type"": ""Polygon"", ""coordinates"": [[[-106.5197222224427, 41.63555555560235], [-106.51083333354426, 41.63555555560235], [-106.51083333354426, 41.64222222227619], [-106.5197222224427, 41.64222222227619], [-106.5197222224427, 41.63555555560235]]]}"
MBR-000095,41.638889,-106.506296,8802.0,44.1,92.0,E,below_treeline,True,False,3,3,"41.638889,-106.506296","{""type"": ""Polygon"", ""coordinates"": [[[-106.51074074095155, 41.63555555560235], [-106.50185185205311, 41.63555555560235], [-106.50185185205311, 41.64222222227619], [-106.51074074095155, 41.64222222227619], [-106.51074074095155, 41.63555555560235]]]}"
MBR-000096,41.638889,-106.497315,8131.0,19.4,72.0,E,below_treeline,False,False,1,1,"41.638889,-106.497315","{""type"": ""Polygon"", ""coordinates"": [[[-106.50175925946041, 41.63555555560235], [-106.49287037056197, 41.63555555560235], [-106.49287037056197, 41.64222222227619], [-106.50175925946041, 41.64222222227619], [-106.50175925946041, 41.63555555560235]]]}"
MBR-000097,41.638889,-106.488333,7848.0,21.3,98.0,E,below_treeline,False,False,1,1,"41.638889,-106.488333","{""type"": ""Polygon"", ""coordinates"": [[[-106.49277777796927, 41.63555555560235], [-106.48388888907083, 41.63555555560235], [-106.48388888907083, 41.64222222227619], [-106.49277777796927, 41.64222222227619], [-106.49277777796927, 41.63555555560235]]]}"
MBR-000098,41.63213,-106.614074,8064.0,33.8,245.0,SW,below_treeline,True,False,2,2,"41.632130,-106.614074","{""type"": ""Polygon"", ""coordinates"": [[[-106.61851851884528, 41.62879629633582], [-106.60962962994684, 41.62879629633582], [-106.60962962994684, 41.63546296300966], [-106.61851851884528, 41.63546296300966], [-106.61851851884528, 41.62879629633582]]]}"
MBR-000099,41.63213,-106.605093,8154.0,38.6,138.0,SE,below_treeline,True,False,2,2,"41.632130,-106.605093","{""type"": ""Polygon"", ""coordinates"": [[[-106.60953703735413, 41.62879629633582], [-106.60064814845569, 41.62879629633582], [-106.60064814845569, 41.63546296300966], [-106.60953703735413, 41.63546296300966], [-106.60953703735413, 41.62879629633582]]]}"
MBR-000100,41.63213,-106.596111,8037.0,33.3,196.0,S,below_treeline,True,False,2,2,"41.632130,-106.596111","{""type"": ""Polygon"", ""coordinates"": [[[-106.600555555863, 41.62879629633582], [-106.59166666696456, 41.62879629633582], [-106.59166666696456, 41.63546296300966], [-106.600555555863, 41.63546296300966], [-106.600555555863, 41.62879629633582]]]}"
MBR-000101,41.63213,-106.58713,8164.0,31.4,253.0,W,below_treeline,True,False,3,3,"41.632130,-106.587130","{""type"": ""Polygon"", ""coordinates"": [[[-106.59157407437185, 41.62879629633582], [-106.58268518547341, 41.62879629633582], [-106.58268518547341, 41.63546296300966], [-106.59157407437185, 41.63546296300966], [-106.59157407437185, 41.62879629633582]]]}"
MBR-000102,41.63213,-106.578148,8600.0,43.4,252.0,W,below_treeline,True,False,3,3,"41.632130,-106.578148","{""type"": ""Polygon"", ""coordinates"": [[[-106.5825925928807, 41.62879629633582], [-106.57370370398226, 41.62879629633582], [-106.57370370398226, 41.63546296300966], [-106.5825925928807, 41.63546296300966], [-106.5825925928807, 41.62879629633582]]]}"
MBR-000103,41.63213,-106.569167,9176.0,43.4,256.0,W,below_treeline,True,False,3,3,"41.632130,-106.569167","{""type"": ""Polygon"", ""coordinates"": [[[-106.57361111138955, 41.62879629633582], [-106.56472222249111, 41.62879629633582], [-106.56472222249111, 41.63546296300966], [-106.57361111138955, 41.63546296300966], [-106.57361111138955, 41.62879629633582]]]}"
MBR-000104,41.63213,-106.560185,9772.0,51.8,244.0,SW,near_treeline,False,False,3,3,"41.632130,-106.560185","{""type"": ""Polygon"", ""coordinates"": [[[-106.56462962989842, 41.62879629633582], [-106.55574074099998, 41.62879629633582], [-106.55574074099998, 41.63546296300966], [-106.56462962989842, 41.63546296300966], [-106.56462962989842, 41.62879629633582]]]}"
MBR-000105,41.63213,-106.551204,10211.0,38.4,250.0,W,near_treeline,True,False,3,3,"41.632130,-106.551204","{""type"": ""Polygon"", ""coordinates"": [[[-106.55564814840727, 41.62879629633582], [-106.54675925950883, 41.62879629633582], [-106.54675925950883, 41.63546296300966], [-106.55564814840727, 41.63546296300966], [-106.55564814840727, 41.62879629633582]]]}"
MBR-000106,41.63213,-106.542222,10755.0,32.6,242.0,SW,near_treeline,True,False,2,2,"41.632130,-106.542222","{""type"": ""Polygon"", ""coordinates"": [[[-106.54666666691612, 41.62879629633582], [-106.53777777801768, 41.62879629633582], [-106.53777777801768, 41.63546296300966], [-106.54666666691612, 41.63546296300966], [-106.54666666691612, 41.62879629633582]]]}"
MBR-000107,41.63213,-106.533241,10803.0,38.3,194.0,S,near_treeline,True,False,2,2,"41.632130,-106.533241","{""type"": ""Polygon"", ""coordinates"": [[[-106.53768518542499, 41.62879629633582], [-106.52879629652655, 41.62879629633582], [-106.52879629652655, 41.63546296300966], [-106.53768518542499, 41.63546296300966], [-106.53768518542499, 41.62879629633582]]]}"
MBR-000108,41.63213,-106.524259,10795.0,63.9,149.0,SE,near_treeline,False,False,3,3,"41.632130,-106.524259","{""type"": ""Polygon"", ""coordinates"": [[[-106.52870370393384, 41.62879629633582], [-106.5198148150354, 41.62879629633582], [-106.5198148150354, 41.63546296300966], [-106.52870370393384, 41.63546296300966], [-106.52870370393384, 41.62879629633582]]]}"
MBR-000109,41.63213,-106.515278,9618.0,57.1,105.0,E,near_treeline,False,False,3,3,"41.632130,-106.515278","{""type"": ""Polygon"", ""coordinates"": [[[-106.5197222224427, 41.62879629633582], [-106.51083333354426, 41.62879629633582], [-106.51083333354426, 41.63546296300966], [-106.5197222224427, 41.63546296300966], [-106.5197222224427, 41.62879629633582]]]}"
MBR-000110,41.63213,-106.506296,8678.0,37.8,97.0,E,below_treeline,True,False,3,3,"41.632130,-106.506296","{""type"": ""Polygon"", ""coordinates"": [[[-106.51074074095155, 41.62879629633582], [-106.50185185205311, 41.62879629633582], [-106.50185185205311, 41.63546296300966], [-106.51074074095155, 41.63546296300966], [-106.51074074095155, 41.62879629633582]]]}"
MBR-000111,41.63213,-106.497315,8230.0,24.6,82.0,E,below_treeline,False,False,1,1,"41.632130,-106.497315","{""type"": ""Polygon"", ""coordinates"": [[[-106.50175925946041, 41.62879629633582], [-106.49287037056197, 41.62879629633582], [-106.49287037056197, 41.63546296300966], [-106.50175925946041, 41.63546296300966], [-106.50175925946041, 41.62879629633582]]]}"
MBR-000112,41.63213,-106.488333,8014.0,37.1,128.0,SE,below_treeline,True,False,2,2,"41.632130,-106.488333","{""type"": ""Polygon"", ""coordinates"": [[[-106.49277777796927, 41.62879629633582], [-106.48388888907083, 41.62879629633582], [-106.48388888907083, 41.63546296300966], [-106.49277777796927, 41.63546296300966], [-106.49277777796927, 41.62879629633582]]]}"
MBR-000113,41.63213,-106.479352,7806.0,39.3,118.0,SE,below_treeline,True,False,2,2,"41.632130,-106.479352","{""type"": ""Polygon"", ""coordinates"": [[[-106.48379629647812, 41.62879629633582], [-106.47490740757968, 41.62879629633582], [-106.47490740757968, 41.63546296300966], [-106.48379629647812, 41.63546296300966], [-106.48379629647812, 41.62879629633582]]]}"
MBR-000114,41.62537,-106.614074,7946.0,35.4,208.0,SW,below_treeline,True,False,2,2,"41.625370,-106.614074","{""type"": ""Polygon"", ""coordinates"": [[[-106.61851851884528, 41.6220370370693], [-106.60962962994684, 41.6220370370693], [-106.60962962994684, 41.628703703743135], [-106.61851851884528, 41.628703703743135], [-106.61851851884528, 41.6220370370693]]]}"
MBR-000115,41.62537,-106.605093,7968.0,39.0,152.0,SE,below_treeline,True,False,2,2,"41.625370,-106.605093","{""type"": ""Polygon"", ""coordinates"": [[[-106.60953703735413, 41.6220370370693], [-106.60064814845569, 41.6220370370693], [-106.60064814845569, 41.628703703743135], [-106.60953703735413, 41.628703703743135], [-106.60953703735413, 41.6220370370693]]]}"
MBR-000116,41.62537,-106.596111,7989.0,32.5,232.0,SW,below_treeline,True,False,2,2,"41.625370,-106.596111","{""type"": ""Polygon"", ""coordinates"": [[[-106.600555555863, 41.6220370370693], [-106.59166666696456, 41.6220370370693], [-106.59166666696456, 41.628703703743135], [-106.600555555863, 41.628703703743135], [-106.600555555863, 41.6220370370693]]]}"
MBR-000117,41.62537,-106.58713,8249.0,38.1,231.0,SW,below_treeline,True,False,2,2,"41.625370,-106.587130","{""type"": ""Polygon"", ""coordinates"": [[[-106.59157407437185, 41.6220370370693], [-106.58268518547341, 41.6220370370693], [-106.58268518547341, 41.628703703743135], [-106.59157407437185, 41.628703703743135], [-106.59157407437185, 41.6220370370693]]]}"
MBR-000118,41.62537,-106.578148,8648.0,52.2,248.0,W,below_treeline,False,False,3,3,"41.625370,-106.578148","{""type"": ""Polygon"", ""coordinates"": [[[-106.5825925928807, 41.6220370370693], [-106.57370370398226, 41.6220370370693], [-106.57370370398226, 41.628703703743135], [-106.5825925928807, 41.628703703743135], [-106.5825925928807, 41.6220370370693]]]}"
MBR-000119,41.62537,-106.569167,9167.0,67.3,223.0,SW,below_treeline,False,False,3,3,"41.625370,-106.569167","{""type"": ""Polygon"", ""coordinates"": [[[-106.57361111138955, 41.6220370370693], [-106.56472222249111, 41.6220370370693], [-106.56472222249111, 41.628703703743135], [-106.57361111138955, 41.628703703743135], [-106.57361111138955, 41.6220370370693]]]}"
MBR-000120,41.62537,-106.560185,9750.0,68.6,264.0,W,near_treeline,False,False,3,3,"41.625370,-106.560185","{""type"": ""Polygon"", ""coordinates"": [[[-106.56462962989842, 41.6220370370693], [-106.55574074099998, 41.6220370370693], [-106.55574074099998, 41.628703703743135], [-106.56462962989842, 41.628703703743135], [-106.56462962989842, 41.6220370370693]]]}"
MBR-000121,41.62537,-106.551204,10441.0,43.3,162.0,S,near_treeline,True,False,2,2,"41.625370,-106.551204","{""type"": ""Polygon"", ""coordinates"": [[[-106.55564814840727, 41.6220370370693], [-106.54675925950883, 41.6220370370693], [-106.54675925950883, 41.628703703743135], [-106.55564814840727, 41.628703703743135], [-106.55564814840727, 41.6220370370693]]]}"
MBR-000122,41.62537,-106.542222,10721.0,49.9,201.0,S,near_treeline,False,False,3,3,"41.625370,-106.542222","{""type"": ""Polygon"", ""coordinates"": [[[-106.54666666691612, 41.6220370370693], [-106.53777777801768, 41.6220370370693], [-106.53777777801768, 41.628703703743135], [-106.54666666691612, 41.628703703743135], [-106.54666666691612, 41.6220370370693]]]}"
MBR-000123,41.62537,-106.533241,10318.0,49.8,137.0,SE,near_treeline,False,False,3,3,"41.625370,-106.533241","{""type"": ""Polygon"", ""coordinates"": [[[-106.53768518542499, 41.6220370370693], [-106.52879629652655, 41.6220370370693], [-106.52879629652655, 41.628703703743135], [-106.53768518542499, 41.628703703743135], [-106.53768518542499, 41.6220370370693]]]}"
